"films_id","genre_id"
634649,28
634649,12
634649,878
460458,27
460458,28
460458,878
624860,12
624860,28
624860,878
580489,878
580489,28
580489,12
512195,28
512195,35
512195,80
512195,53
438695,16
438695,35
438695,10751
438695,10402
425909,35
425909,14
425909,12
787310,28
787310,53
787310,80
826749,80
826749,28
826749,53
818192,80
818192,53
818192,18
818192,28
524434,28
524434,12
524434,14
524434,878
585245,16
585245,35
585245,10751
1930,28
1930,12
1930,14
728526,12
728526,18
589761,18
589761,36
589761,12
592508,28
592508,18
592508,80
617653,18
617653,36
843241,16
843241,14
770254,16
770254,10751
770254,12
770254,35
516329,18
516329,27
516329,9648
657644,28
657644,12
657644,35
102382,28
102382,12
102382,14
831827,16
831827,10751
370172,12
370172,28
370172,53
635302,16
635302,28
635302,12
635302,14
438631,878
438631,12
774741,16
774741,35
774741,10751
811072,53
811072,27
831223,10770
831223,53
831223,80
656991,80
656991,18
656991,53
763148,10749
763148,18
557,14
557,28
559,14
559,28
559,12
429617,28
429617,12
429617,878
522402,878
522402,18
522402,12
744275,10749
744275,18
887767,37
887767,28
887767,53
335797,16
335797,35
335797,10751
335797,10402
877183,16
877183,35
877183,14
459151,16
459151,35
459151,12
459151,10751
385128,28
385128,80
385128,53
385128,12
754067,12
754067,10751
754067,18
523936,27
523936,878
523936,18
523936,53
299536,12
299536,28
299536,878
592350,16
592350,28
592350,14
592350,12
497698,28
497698,12
497698,878
637649,28
637649,80
637649,53
508943,16
508943,35
508943,10751
508943,14
763164,28
763164,53
763164,878
589754,14
589754,12
589754,35
609972,27
609972,9648
609972,53
451048,12
451048,14
451048,35
451048,28
703771,16
703771,28
703771,12
703771,878
893164,10751
893164,14
893164,35
337404,35
337404,80
675445,16
675445,10751
675445,12
675445,35
876262,28
611651,27
460465,28
460465,14
460465,12
568620,28
568620,12
585083,10751
585083,16
585083,14
585083,35
585083,12
876716,16
876716,35
876716,10751
876716,14
895001,27
755437,35
755437,10751
324857,28
324857,12
324857,16
324857,878
324857,35
399566,28
399566,14
399566,878
670429,14
670429,27
670429,53
670429,18
896221,16
896221,14
896221,10751
639721,16
639721,12
639721,35
639721,10751
672582,27
630004,80
630004,28
630004,53
775943,27
775943,18
716810,80
716810,18
610253,27
610253,53
776821,53
776821,80
776821,28
776821,12
864390,16
767377,53
767377,18
767377,80
618162,37
796499,80
796499,35
785538,18
785538,80
613504,10749
613504,18
793967,27
793967,53
24428,878
24428,28
24428,12
588228,28
588228,878
588228,12
768447,53
768447,27
581726,878
581726,28
581726,53
633802,10749
633802,27
633802,53
839436,27
839436,14
839436,9648
645886,18
645886,80
849938,10770
849938,53
537915,10749
537915,18
505262,16
505262,28
505262,12
505262,14
726684,16
726684,35
726684,10751
726684,12
700127,35
700127,10749
700127,14
820511,27
527774,10751
527774,14
527774,16
527774,28
527774,12
763025,28
574060,28
574060,80
574060,53
675319,878
675319,53
675319,9648
813258,16
813258,35
813258,14
335983,878
335983,28
881211,16
881211,10751
737676,35
737676,27
525660,28
525660,12
525660,14
859041,28
520763,878
520763,53
520763,27
654974,10751
654974,35
423108,27
423108,9648
423108,53
755812,16
755812,10751
755812,35
755812,12
755812,10770
453354,18
464052,28
464052,12
464052,14
576845,53
576845,27
576845,9648
768449,28
524369,80
524369,18
882093,10751
882093,14
882093,35
763152,35
763152,10749
458576,28
458576,14
458576,12
317442,28
317442,10749
317442,16
99861,28
99861,12
99861,878
675353,28
675353,878
675353,35
675353,10751
672,12
672,14
20982,16
20982,28
20982,14
539885,28
539885,80
539885,18
539885,53
762879,10751
762879,35
762879,14
762879,10770
632357,27
522444,27
522444,53
522444,12
522444,9648
12445,14
12445,12
674,12
674,14
674,10751
12444,12
12444,14
13811,28
13811,9648
13811,878
13811,53
673,12
673,14
284052,28
284052,12
284052,14
284052,878
785545,16
785545,35
785545,10751
588921,12
588921,16
588921,10751
588921,14
671043,35
829358,27
324786,18
324786,36
324786,10752
676840,27
767,12
767,14
347201,16
347201,28
347201,35
805411,10770
805411,16
805411,35
805411,10751
805411,18
637534,53
112679,35
112679,28
719088,16
719088,18
719088,10749
271110,12
271110,28
271110,878
672322,28
672322,12
672322,18
619297,28
637693,16
637693,12
637693,10751
637693,37
645788,28
602223,27
602223,28
602223,53
772436,28
772436,35
772436,12
385687,28
385687,80
675,12
675,14
675,9648
573164,16
573164,35
641501,878
641501,12
641501,9648
641501,28
641501,53
641501,14
641501,35
706972,28
706972,18
706972,80
508442,16
508442,35
508442,14
508442,10751
503736,28
503736,80
503736,27
503736,53
871964,27
871964,53
871964,35
882098,35
767304,28
861057,27
861057,28
587807,35
587807,10751
587807,16
644495,18
644495,80
644495,53
714968,53
198663,28
198663,9648
198663,878
198663,53
615457,28
615457,80
615457,53
799844,35
799844,10749
846214,16
846214,35
846214,10751
831405,16
831405,878
831405,14
831405,28
760747,28
760747,35
760747,53
760747,27
467037,35
766105,10749
766105,18
634528,28
634528,53
634528,80
595743,18
595743,28
595743,53
765245,18
765245,878
784500,16
784500,28
784500,12
784500,35
784500,18
784500,14
784500,10749
843906,16
843906,35
843906,9648
843906,10751
843906,14
603,28
603,878
882206,16
882206,10751
554594,10402
554594,16
604822,28
604822,12
604822,80
669671,27
669671,53
669671,28
852590,35
852590,10749
614917,18
614917,36
835551,53
354912,10751
354912,16
354912,14
354912,10402
354912,35
354912,12
825997,28
825997,53
729720,28
729720,35
615666,10751
615666,12
615666,14
24021,12
24021,14
24021,18
24021,10749
529106,28
529106,12
25769,28
25769,18
25769,27
25769,878
25769,53
454626,28
454626,878
454626,35
454626,10751
874948,53
284053,28
284053,12
284053,14
284053,878
283566,16
283566,28
283566,878
283566,18
38575,28
38575,12
38575,18
38575,10751
400155,10751
400155,14
400155,35
400155,16
38234,28
38234,53
517088,18
517088,36
586047,878
586047,28
8960,14
8960,28
43074,28
43074,14
43074,35
664236,16
664236,35
664236,10751
664236,12
859860,37
859860,28
619778,53
619778,27
619778,9648
846167,80
846167,35
846167,878
840283,18
840283,36
850818,16
850818,10402
850818,10751
866408,18
866408,878
841755,16
841755,28
841755,14
72331,28
72331,14
72331,27
790523,10749
790523,35
542178,18
542178,35
542178,10749
590706,28
590706,878
590706,14
330457,10751
330457,16
330457,12
330457,35
330457,14
293660,28
293660,12
293660,35
372058,10749
372058,16
372058,18
571891,16
571891,12
571891,14
571891,28
571891,10751
10195,12
10195,14
10195,28
449406,16
449406,10751
449406,35
725273,878
384018,28
384018,12
384018,35
615658,18
615658,878
615658,53
597316,16
597316,10751
597316,14
597316,35
597316,10402
597316,12
550205,16
550205,10751
550205,35
550205,14
15092,28
15092,53
15092,80
14161,28
14161,12
14161,878
662708,16
662708,12
4564,35
4564,18
4564,10749
122917,28
122917,12
122917,14
337401,12
337401,14
337401,18
848932,10749
1865,12
1865,28
1865,14
537116,18
810693,16
810693,28
810693,12
810693,9648
59440,18
59440,28
22832,28
675024,27
22894,27
22894,28
22894,14
68721,28
68721,12
68721,878
854442,53
854442,10770
854442,18
779611,16
779611,10751
623135,35
623135,18
834404,16
834404,28
834404,12
834404,35
834404,10751
834404,14
834404,878
818647,18
818647,10749
57214,35
649928,16
649928,12
649928,10751
808,16
808,35
808,14
808,12
808,10751
27205,28
27205,878
27205,12
743439,10751
743439,16
740925,27
740925,53
740925,9648
597890,878
597890,53
597433,80
597433,9648
597433,53
741074,16
741074,10751
741074,35
741074,14
862,16
862,12
862,10751
862,35
522478,10751
522478,35
522478,12
522478,16
522478,14
13475,878
13475,28
13475,12
216015,18
216015,10749
216015,53
604,12
604,28
604,53
604,878
812204,16
812204,35
812204,10402
812204,10751
32657,12
32657,14
32657,10751
777620,53
777620,27
581387,28
581387,12
581387,53
72545,12
72545,28
72545,878
225914,878
225914,28
225914,80
225914,10770
214756,35
118406,16
118406,14
118406,28
522241,53
522241,36
522241,18
739990,14
739990,10751
600583,18
600583,37
585,16
585,35
585,10751
801335,80
801335,53
68726,28
68726,878
68726,12
656940,53
656940,80
772388,35
348893,28
348893,18
1771,28
1771,12
1771,878
605,12
605,28
605,53
605,878
138843,27
138843,53
18240,35
18240,10749
18240,18
75624,53
75624,16
75624,28
75624,35
75624,27
75624,9648
72190,28
72190,18
72190,27
72190,878
72190,53
610150,16
610150,878
610150,28
43347,18
43347,35
43347,10749
106646,80
106646,18
106646,35
662237,35
662237,10749
882102,35
882102,10749
646351,18
424277,18
424277,10749
424277,10402
383498,28
383498,35
383498,12
440249,99
301528,10751
301528,12
301528,16
301528,35
301528,14
301528,18
410113,16
410113,10751
410113,35
410113,10402
410113,14
207703,80
207703,35
207703,28
207703,12
296096,18
296096,10749
39254,28
39254,878
39254,18
809,16
809,10751
809,35
809,14
809,12
678580,35
76338,28
76338,12
76338,14
722778,18
722778,35
895006,16
895006,28
895006,14
228150,10752
228150,18
228150,28
333339,878
333339,12
333339,28
398818,10749
398818,18
378064,16
378064,18
324552,53
324552,28
324552,80
483898,99
109445,16
109445,10751
109445,12
109445,14
177572,12
177572,10751
177572,16
177572,28
177572,35
9820,35
9820,10751
676845,27
458156,28
458156,53
458156,80
630586,27
630586,53
607259,18
607259,10751
607259,35
425,16
425,35
425,10751
425,12
602734,27
602734,80
602734,9648
811367,10751
811367,35
811367,14
811367,16
591273,27
591273,9648
10196,28
10196,12
10196,14
412656,878
863,16
863,35
863,10751
343668,28
343668,12
343668,35
343668,80
343668,53
118,12
118,35
118,10751
118,14
299537,28
299537,12
299537,878
284054,28
284054,12
284054,878
269149,16
269149,12
269149,10751
269149,35
260346,53
260346,28
658558,9648
658558,18
658558,27
658558,12
658558,16
775996,53
775996,28
775996,878
335787,28
335787,12
602063,28
602063,12
602063,18
727745,10749
727745,35
126963,16
126963,28
126963,878
470035,28
470035,12
470035,878
470035,99
420818,12
420818,10751
420818,16
776515,35
776515,18
585216,27
585216,53
585216,9648
76492,16
76492,35
76492,10751
76492,14
10358,35
809314,28
809314,53
131631,878
131631,12
131631,53
49530,28
49530,53
49530,878
38365,35
120,12
120,14
120,28
632632,16
632632,18
632632,10402
632632,10749
512200,12
512200,35
512200,14
723072,27
723072,53
723072,9648
8966,14
8966,18
8966,10749
337339,28
337339,80
337339,53
581392,28
581392,27
581392,53
44251,16
44251,28
44251,878
689249,99
890601,99
61979,10749
61979,18
879163,35
879163,80
259693,27
259693,53
34433,16
34433,878
34433,28
22,12
22,14
22,28
730840,16
730840,14
730840,10751
730840,28
730840,12
730840,878
730840,10770
436931,10751
436931,16
436931,12
436931,14
87101,878
87101,28
87101,53
87101,12
283995,12
283995,28
283995,878
857702,10751
857702,16
857702,878
857702,35
14836,16
14836,10751
14836,14
157336,12
157336,18
157336,878
254128,28
254128,18
254128,53
778552,18
577922,28
577922,53
577922,878
655431,878
655431,28
655431,80
655431,16
265712,16
265712,10751
265712,878
265712,14
287947,28
287947,35
287947,14
34851,878
34851,28
34851,53
560144,878
560144,28
613098,35
534,28
534,878
534,53
49529,28
49529,12
49529,878
168259,28
168259,53
168259,80
168259,12
122,12
122,14
122,28
23168,80
23168,18
23168,53
22803,18
22803,80
22803,53
72105,35
72105,14
475557,80
475557,53
475557,18
209112,28
209112,12
209112,14
8871,10751
8871,35
8871,14
39106,16
39106,28
39106,878
26123,35
49051,12
49051,14
49051,28
670981,18
559907,12
559907,18
559907,14
8920,16
8920,35
8920,10751
802217,10751
802217,35
568160,16
568160,18
568160,14
568160,10749
45243,35
809968,28
809968,53
578908,35
895003,16
533535,28
533535,878
533535,35
569094,16
569094,28
569094,878
569094,35
569094,12
366170,12
366170,16
396535,28
396535,27
396535,53
351286,28
351286,12
351286,878
367816,99
766798,18
663558,16
663558,28
663558,14
27578,53
27578,12
27578,28
246655,28
246655,12
246655,878
246655,14
57158,14
57158,12
57158,28
420809,10751
420809,14
420809,12
495764,28
495764,80
793147,10749
44571,28
44571,53
44571,878
135397,28
135397,12
135397,878
135397,53
607383,27
607383,35
10674,16
10674,10751
10674,12
808023,53
808023,28
808023,80
70981,878
70981,12
70981,9648
10144,16
10144,10751
10144,14
121,12
121,14
121,28
677638,10751
677638,16
677638,12
677638,35
677638,10770
578701,53
360920,16
360920,10751
360920,35
360920,14
606523,80
606523,18
606523,53
606523,28
875828,80
565028,27
294254,878
294254,28
294254,53
294254,12
9637,9648
9637,12
9637,35
50723,12
50723,28
50723,16
45682,28
45682,35
45682,10751
581389,18
581389,14
581389,878
786300,27
786300,10749
82690,10751
82690,16
82690,35
82690,12
593910,14
593910,10749
593910,35
49521,28
49521,12
49521,14
49521,878
50620,12
50620,14
50620,18
50620,10749
659940,53
659940,80
35,16
35,35
35,10751
554596,35
617708,53
617708,27
617708,18
774456,35
11224,10751
11224,14
11224,16
11224,10749
453395,14
453395,28
453395,12
453395,27
524047,28
524047,53
524047,18
864873,53
864873,18
864873,27
447404,28
447404,12
447404,14
49026,28
49026,80
49026,18
49026,53
338953,14
338953,12
76726,878
76726,18
76726,53
10193,16
10193,10751
10193,35
603692,28
603692,80
603692,53
800497,35
800497,27
486589,16
486589,10749
486589,10751
587996,28
587996,80
587996,53
20533,28
20533,37
20533,18
20533,14
20533,53
50619,12
50619,14
50619,10749
793002,27
793002,9648
793002,53
653349,35
785533,10749
785533,35
119450,878
119450,28
119450,18
119450,53
42194,80
42194,18
42194,28
42194,53
42194,878
793723,53
793723,28
793723,18
298618,28
298618,12
298618,878
298618,14
298618,18
715658,27
18823,12
18823,14
18823,28
136797,28
136797,80
136797,18
136797,53
48138,28
48138,9648
48138,53
447332,27
447332,18
447332,878
736069,16
736069,10752
736069,878
890825,99
741636,27
12429,16
12429,14
12429,10751
75174,18
75174,53
75174,28
75174,12
307081,28
307081,18
509635,53
509635,27
268896,28
268896,14
268896,878
268896,12
71676,28
71676,14
71676,53
412117,12
412117,16
412117,35
412117,10751
653740,99
544401,18
544401,80
530079,16
530079,10749
530079,35
530079,18
530079,14
9023,37
9023,16
9023,12
9023,35
9023,10751
9023,18
411,12
411,10751
411,14
667520,16
667520,18
667520,10749
667520,14
16869,18
16869,28
16869,53
16869,10752
615678,28
615678,12
615678,35
39101,28
39101,16
39101,878
527641,10749
527641,18
604360,9648
604360,53
604360,27
4247,35
4258,35
439079,27
439079,9648
439079,53
576393,10749
576393,35
812456,16
615677,28
615677,14
615677,10751
615677,35
198184,80
198184,28
198184,878
13448,53
13448,9648
504253,16
504253,18
504253,10749
504253,10751
20222,35
20222,10749
109439,35
44912,12
44912,28
44912,53
44912,878
39105,28
39105,16
39105,878
860425,80
860425,18
860425,53
45610,28
45610,53
45610,80
496243,35
496243,53
496243,18
197158,18
49519,16
49519,12
49519,10751
49519,14
49519,35
49519,28
57165,14
57165,12
41630,35
41630,10749
792657,53
792657,27
338952,12
338952,14
338952,18
33273,28
33273,53
33273,18
665251,16
665251,878
877669,18
877669,10770
649409,80
649409,18
649409,9648
531499,28
531499,80
531499,18
13186,27
13186,53
592656,80
592656,28
592656,18
4232,80
4232,27
4232,9648
567690,18
602269,53
602269,80
602269,18
786705,35
786705,18
681019,27
681019,53
420817,12
420817,14
420817,10749
420817,10751
363088,28
363088,12
363088,878
788905,12
788905,35
788905,18
714277,27
166426,12
166426,28
166426,14
882812,35
87825,18
87825,10749
618353,16
618353,28
49013,16
49013,10751
49013,12
49013,35
336843,878
336843,28
336843,12
336843,53
408,14
408,16
408,10751
819413,10749
720026,27
810,14
810,12
810,16
810,35
810,10751
39104,28
39104,16
39104,878
190859,10752
190859,28
442249,27
442249,28
442249,53
787009,27
260513,28
260513,12
260513,16
260513,10751
580532,53
580532,80
580532,18
553835,28
553835,12
553835,35
553835,14
553835,10749
553835,16
446893,10751
446893,16
446893,35
446893,14
446893,12
446893,10402
763873,35
763873,10751
763873,14
454983,10749
454983,35
630240,18
630240,53
630240,27
521029,27
521029,53
521029,9648
57800,16
57800,35
57800,12
57800,10751
38700,53
38700,28
38700,80
51876,53
51876,9648
51876,878
232672,35
351694,14
351694,16
351694,35
671583,14
671583,10751
671583,10770
591275,9648
591275,27
497,14
497,18
497,80
874300,16
874300,35
874300,10770
60304,14
60304,27
60304,28
9806,28
9806,12
9806,16
9806,10751
150540,16
150540,10751
150540,12
150540,18
150540,35
404368,10751
404368,16
404368,35
404368,12
871875,27
871875,9648
871875,10751
560050,16
560050,12
560050,10751
560050,14
76600,28
76600,12
76600,878
76600,14
263115,28
263115,18
263115,878
553301,18
553301,14
553301,10749
779202,9648
779202,27
779202,53
297802,28
297802,12
297802,14
590995,27
590995,18
590995,14
37724,28
37724,12
37724,53
257344,28
257344,35
257344,878
805051,16
805051,18
805051,12
805051,10751
760883,27
760883,53
760883,28
76163,28
76163,12
76163,53
399579,28
399579,878
399579,12
14160,16
14160,35
14160,10751
14160,12
8363,35
27576,28
27576,9648
27576,53
28510,12
28510,28
28510,878
28510,53
20526,12
20526,28
20526,878
335988,28
335988,12
335988,878
335988,14
7445,18
7445,53
7445,10752
10201,35
10201,10749
270946,10751
270946,16
270946,12
270946,35
23988,35
23988,27
573699,10749
573699,16
573699,14
646207,28
646207,12
646207,18
646207,53
9543,12
9543,14
9543,28
39103,28
39103,16
39103,878
263472,18
263472,53
263472,27
126889,27
126889,878
126889,9648
613583,35
11674,10751
11674,35
50253,16
50253,14
484718,35
273481,28
273481,80
273481,53
645856,27
736074,16
736074,9648
736074,28
736074,80
36728,28
36728,12
36728,35
36728,18
36728,14
36728,16
503314,28
503314,878
503314,16
9769,18
567006,16
567006,28
567006,14
567006,12
295830,27
295830,14
295830,28
295830,878
10567,10751
10567,16
616651,18
616651,80
616651,53
74513,28
74513,18
74513,10752
785752,53
953,10751
953,16
953,12
953,35
39102,28
39102,16
39102,878
621870,28
621870,12
621870,35
621870,14
662546,10751
662546,14
662546,35
785539,10749
785539,35
591274,27
591274,9648
140607,28
140607,12
140607,878
140607,14
649087,53
575249,28
575249,16
575249,12
47971,28
47971,12
47971,80
14849,18
14849,14
14849,35
433945,28
433945,18
433945,27
433945,53
427641,28
297762,28
297762,12
297762,14
37645,18
37645,80
37645,53
743904,16
743904,10751
743904,10770
575088,27
840756,35
876576,16
876576,10751
880009,10751
880009,16
597398,16
597398,18
597398,12
597398,14
776503,18
776503,10402
776503,10749
9502,28
9502,12
9502,16
9502,10751
9502,35
125509,27
125509,53
10020,10749
10020,10751
10020,16
10020,14
433422,28
433422,12
433422,35
433422,14
433422,16
43549,53
43549,18
100402,28
100402,12
100402,878
520946,16
520946,10751
520946,14
76341,28
76341,12
76341,878
651571,878
651571,28
950,16
950,10751
950,35
950,12
105864,12
105864,16
105864,10751
839100,16
839100,28
839100,14
800099,18
507086,12
507086,28
507086,878
507086,53
23629,28
23629,14
23629,53
158015,878
158015,27
158015,53
52520,14
52520,28
52520,27
875460,18
316727,28
316727,27
316727,53
718867,16
718867,10751
37430,12
37430,14
37430,28
156022,53
156022,28
156022,80
258489,14
258489,28
258489,12
258489,18
258489,10749
179826,9648
179826,53
680319,35
34813,28
34813,12
34813,80
34813,9648
34813,53
709629,35
878962,16
878962,14
878962,10751
335984,878
335984,18
280002,53
280002,27
346910,878
346910,28
346910,12
346910,35
424694,10402
424694,18
424694,36
476292,16
476292,14
476292,10749
476292,18
18239,12
18239,14
18239,18
18239,10749
41154,28
41154,35
41154,878
809065,35
609202,16
609202,28
609202,18
609202,878
851069,28
851069,14
851069,878
511679,18
511679,99
56292,28
56292,53
56292,12
105965,35
105965,10751
290859,28
290859,12
290859,878
61927,99
615,18
847981,53
3170,16
3170,18
3170,10751
676842,35
676842,18
37686,53
37686,878
37686,9648
240832,28
240832,878
602288,27
526896,27
526896,28
526896,878
278154,12
278154,16
278154,10751
278154,35
278154,878
345940,28
345940,878
345940,27
297761,28
297761,12
297761,14
129,16
129,10751
129,14
134374,80
134374,28
134374,35
75948,28
75948,14
166428,16
166428,10751
166428,12
534338,18
534338,9648
131634,28
131634,12
131634,878
766680,35
155,18
155,28
155,80
155,53
9552,27
11932,27
11932,35
453071,35
453071,16
453071,28
453071,12
726739,35
726739,28
522938,28
522938,53
522938,18
249070,28
249070,80
249070,53
522406,53
522406,27
91586,27
91586,53
763149,27
763149,80
763149,18
763149,53
664168,27
664168,35
19908,35
19908,27
598331,10751
598331,35
598331,16
127585,28
127585,12
127585,14
127585,878
682254,16
682254,35
682254,10751
682254,9648
682254,12
682254,14
305470,878
305470,28
305470,12
200085,28
200085,18
200085,878
109689,18
109689,10749
181808,878
181808,28
181808,12
776909,35
776909,10749
62211,16
62211,10751
34544,53
34544,28
34544,12
34544,35
34544,80
721656,10751
721656,16
721656,9648
721656,35
262500,28
262500,12
262500,878
262500,53
150689,10749
150689,14
150689,10751
150689,18
62835,28
62835,53
62835,80
62835,18
39108,16
39108,28
39108,878
48340,28
48340,53
17654,878
10009,12
10009,16
10009,10751
527776,18
277216,18
277216,10402
277216,36
250546,27
84354,35
84354,18
4248,35
738215,16
738215,10402
431819,16
431819,18
431819,14
698320,27
698320,53
583083,35
583083,10749
683127,16
683127,14
683127,10751
11970,16
11970,10751
11970,14
11970,12
11970,35
11970,10749
181812,28
181812,12
181812,878
287590,28
287590,16
287590,14
206647,28
206647,12
206647,53
23047,12
23047,14
23047,28
508947,16
508947,10751
508947,35
508947,14
37786,35
37786,18
37786,10749
37834,28
37834,35
27581,35
27581,28
27581,80
9702,80
9702,28
9702,18
9702,53
20662,12
11,12
11,28
11,878
12230,12
12230,16
12230,35
12230,10751
265208,53
265208,80
265208,28
10895,16
10895,10751
826914,35
826914,10751
826914,10770
736759,99
17134,28
17134,53
17134,80
645710,53
20352,10751
20352,16
20352,35
141052,28
141052,12
141052,14
141052,878
62177,16
62177,12
62177,35
62177,10751
62177,28
62177,14
865140,35
20048,35
20048,10749
338967,27
338967,28
338967,35
10198,10749
10198,10751
10198,16
93456,16
93456,35
93456,10751
852663,16
852663,10770
852663,28
852663,35
852663,14
300671,10752
300671,28
300671,36
300671,53
300671,18
14405,35
14405,10751
14405,12
14405,10749
736073,16
736073,9648
736073,28
736073,80
17581,14
17581,16
17581,28
123553,14
123553,28
123553,9648
321612,10751
321612,14
321612,10749
675327,27
675327,28
675327,10752
461083,16
461083,28
461083,14
82702,14
82702,28
82702,12
82702,16
82702,35
82702,10751
24593,99
13971,35
13971,18
13971,10749
351819,10749
351819,35
75656,53
75656,80
471335,10749
471335,18
471335,53
13640,28
13640,16
13640,878
13640,10751
19840,35
19840,10749
891657,16
51620,28
51620,53
51620,878
331482,18
331482,10749
737568,28
737568,53
10191,14
10191,12
10191,16
10191,10751
339984,18
49444,16
49444,10751
174772,878
174772,53
64690,18
64690,53
64690,80
117251,28
117251,18
117251,53
439157,16
118340,28
118340,878
118340,12
278,18
278,80
71672,27
71672,53
329865,18
329865,878
329865,9648
140300,28
140300,12
140300,16
140300,35
140300,10751
806950,10749
806950,35
10054,28
10054,35
10054,10751
10054,12
836950,18
47964,28
47964,53
573680,27
176983,28
176983,12
176983,16
374205,28
374205,16
374205,12
374205,35
147441,12
147441,18
147441,28
44263,878
44263,28
44263,53
257346,16
257346,878
257346,28
238636,27
238636,53
184315,28
184315,12
802504,35
802504,10749
11360,16
11360,10751
364689,16
364689,10751
364689,12
364689,35
166424,28
166424,12
166424,878
812,16
812,10751
812,12
812,14
812,10749
633515,10752
633515,36
633515,18
695568,18
119698,12
119698,28
768334,18
768334,27
768334,9648
768334,35
313297,16
313297,12
313297,10751
124905,28
124905,18
124905,878
6479,18
6479,878
6479,53
346364,27
346364,14
481848,12
481848,10751
481848,18
385103,16
385103,10751
385103,35
385103,12
9479,14
9479,16
9479,10751
286217,18
286217,12
286217,878
225925,28
225925,12
225925,10751
225925,14
225925,10770
405774,53
405774,18
405774,878
274855,28
274855,878
274855,53
508439,10751
508439,16
508439,12
508439,35
508439,14
58857,12
58857,18
58857,28
51608,28
51608,53
51608,80
39107,16
39107,28
39107,14
39107,878
360789,80
10202,14
10202,35
10202,10751
10202,10749
9948,12
9948,16
9948,35
9948,10751
312221,18
353486,12
353486,28
353486,35
353486,14
10521,35
10521,10749
189349,16
189349,28
256591,10749
256591,35
256591,80
256591,18
311324,28
311324,12
311324,14
447362,18
447362,10749
11836,10751
11836,16
11836,35
11836,14
101299,12
101299,28
101299,878
227859,14
227859,18
81796,28
81796,53
81796,878
691179,99
454640,16
454640,35
454640,12
454640,10751
539140,16
539140,878
14306,35
14306,10751
796428,27
317960,28
317960,12
317960,14
317960,10770
75780,80
75780,18
75780,53
75780,28
567748,18
567748,53
403310,28
403310,35
16985,35
638566,99
475215,16
475215,10751
475215,14
475215,12
475215,18
49849,28
49849,878
49849,53
49849,37
281957,37
281957,18
281957,12
87818,35
413594,16
413594,28
413594,12
413594,14
413594,10749
413594,878
553839,16
553839,28
553839,10752
553839,14
302699,28
302699,35
302699,9648
302699,80
157350,28
157350,12
157350,878
716612,18
71552,35
9373,27
648990,27
535845,18
32471,35
32471,10751
471707,18
273477,35
273477,27
762469,35
762469,10751
47933,28
47933,12
47933,878
703745,28
703745,27
703745,878
76757,878
76757,14
76757,28
76757,12
43959,10751
43959,18
853588,53
638134,16
638134,10751
638134,12
638134,35
272,28
272,80
272,18
19913,35
19913,18
19913,10749
68718,18
68718,37
281338,18
281338,878
281338,10752
592863,10402
592863,18
592863,36
137113,28
137113,878
302666,18
302666,12
302666,28
471506,18
471506,9648
471506,53
471506,27
119283,28
119283,80
523536,16
523536,35
523536,12
523536,14
523536,10751
545609,18
545609,28
545609,53
424783,28
424783,12
424783,878
17610,35
17610,12
882096,10749
882096,35
882096,18
339403,28
339403,80
68735,28
68735,12
68735,14
37710,28
37710,53
37710,10749
570503,10749
570503,18
480157,27
480157,10770
323660,28
323660,14
72431,18
72431,28
72431,12
72431,36
72431,10752
64635,28
64635,878
64635,12
64635,53
15165,16
15165,10751
15165,35
541524,18
156717,28
156717,878
156717,53
223702,16
223702,12
223702,35
223702,14
587496,27
6466,27
70160,878
70160,12
70160,14
559957,878
559957,10752
320288,878
320288,28
320288,12
324852,28
324852,16
324852,35
324852,10751
324852,12
75258,16
75258,10751
75258,14
75258,12
293167,28
293167,12
293167,14
353081,28
353081,12
10625,35
621013,18
621013,10749
16995,53
16995,18
117263,28
117263,53
451156,53
451156,10770
9480,14
9480,28
9480,80
9480,878
9480,53
23827,27
23827,9648
7555,28
7555,53
12092,16
12092,10751
12092,14
12092,12
350499,10751
350499,12
350499,16
350499,28
350499,14
506680,18
857,18
857,36
857,10752
654028,10751
654028,14
654028,12
654028,35
176,27
176,9648
176,80
823855,80
823855,18
823855,9648
823855,53
523931,28
523931,878
523931,27
523931,10770
169917,80
169917,18
169917,9648
169917,53
350640,35
842171,878
842171,53
58574,12
58574,28
58574,80
58574,9648
222935,10749
222935,18
11036,10749
11036,18
7446,28
7446,35
7446,12
7446,10752
146233,18
146233,53
146233,80
397567,18
397567,14
397567,28
7342,18
7342,27
7342,10770
200727,35
200727,10749
81188,10751
81188,16
81188,14
81188,28
81188,12
881554,14
728754,16
728754,10751
728754,878
2454,12
2454,10751
2454,14
76489,35
228326,16
228326,12
228326,35
228326,10751
228326,14
57201,28
57201,12
57201,37
393345,27
393345,53
11249,27
11249,35
37735,35
18861,12
18861,16
18861,28
5255,16
5255,10751
5255,12
5255,14
5255,35
10112,16
10112,35
10112,10751
10112,12
339964,12
339964,878
339964,28
270771,27
270771,53
270771,28
347548,53
347548,27
347548,878
10693,16
10693,10751
10693,12
10693,14
648964,16
648964,28
648964,12
648964,14
648964,35
15167,16
15167,10751
883648,35
23483,28
23483,80
238713,28
238713,35
238713,80
138103,28
138103,12
138103,53
359983,10751
359983,10770
359983,16
14560,28
14560,12
14560,35
14560,10751
480414,27
480414,53
730629,28
730629,80
